Loaded guess DOFs from: out_less_gates_twist_windowed_test1/opt_dofs_2026-08-23_01-07-13.npy (195 values)
Loaded endurance_tracks/Michigan-2019-endurance_gates.csv: 141 gates

===== Windowed sweep (window=6, step=5) =====
Obj funtion: (0.05507114176535593, 0.008774926186221041)   (rho_normalized calls: 399) 


Obj funtion: (0.05507114177611372, 0.008774926184048572)   (rho_normalized calls: 399) 


Obj funtion: (0.05507114176898846, 0.008774926139545298)   (rho_normalized calls: 399) 


Obj funtion: (0.05507114177084623, 0.00877492615555054)   (rho_normalized calls: 399) 


Obj funtion: (0.055071141774508406, 0.008774926215718891)   (rho_normalized calls: 399) 


Obj funtion: (0.05507114179175374, 0.008774926192728615)   (rho_normalized calls: 399) 


Obj funtion: (0.05507114174023406, 0.00877492616093787)   (rho_normalized calls: 399) 


Obj funtion: (0.0550711418256184, 0.008774926174110655)   (rho_normalized calls: 399) 


Obj funtion: (0.05507114173422854, 0.008774926021291728)   (rho_normalized calls: 399) 


Obj funtion: (0.055071141758138493, 0.008774926094628313)   (rho_normalized calls: 399) 


Obj funtion: (0.055071141802106725, 0.00877492624594023)   (rho_normalized calls: 399) 


Obj funtion: (0.05507114177609006, 0.00877492614354999)   (rho_normalized calls: 399) 


Obj funtion: (0.05507114176408325, 0.00877492618549842)   (rho_normalized calls: 399) 


Obj funtion: (0.05507114176500705, 0.008774926185289461)   (rho_normalized calls: 399) 


Obj funtion: (0.05507114176402504, 0.008774926182660955)   (rho_normalized calls: 399) 


Obj funtion: (0.05507114176415243, 0.00877492620908499)   (rho_normalized calls: 399) 


Obj funtion: (0.05507114176369651, 0.008774926183173161)   (rho_normalized calls: 399) 


Obj funtion: (0.05507114176350245, 0.008774926185369075)   (rho_normalized calls: 399) 


Obj funtion: (0.05507114176303286, 0.008774926183933997)   (rho_normalized calls: 399) 


Obj funtion: (0.0550711417717491, 0.008774926184905314)   (rho_normalized calls: 399) 


Obj funtion: (0.05507114176906466, 0.008774926174037731)   (rho_normalized calls: 399) 


Obj funtion: (0.05507114176111652, 0.008774926274535478)   (rho_normalized calls: 399) 


Obj funtion: (0.05507114175611898, 0.00877492616894995)   (rho_normalized calls: 399) 


Obj funtion: (0.0550711417812405, 0.008774926186839959)   (rho_normalized calls: 399) 


Obj funtion: (0.04722630312484231, 0.00847738895705692)   (rho_normalized calls: 357) 


Obj funtion: (0.047226303181906286, 0.008477388763878655)   (rho_normalized calls: 357) 


Obj funtion: (0.04722630293593496, 0.008477388444812736)   (rho_normalized calls: 357) 


Obj funtion: (0.0472263032868359, 0.008477389158253395)   (rho_normalized calls: 357) 


Obj funtion: (0.04722630316387222, 0.008477390419302296)   (rho_normalized calls: 357) 


Obj funtion: (0.04722630323962069, 0.008477386477418128)   (rho_normalized calls: 357) 


Obj funtion: (0.047226303293672674, 0.008477387995820864)   (rho_normalized calls: 357) 


Obj funtion: (0.047226303125265136, 0.008477388955362505)   (rho_normalized calls: 357) 


Obj funtion: (0.04722630313534403, 0.0084773889517474)   (rho_normalized calls: 357) 


Obj funtion: (0.04722630311628221, 0.008477388956370395)   (rho_normalized calls: 357) 


Obj funtion: (0.04722630311731139, 0.008477388947487981)   (rho_normalized calls: 357) 


Obj funtion: (0.04722630313119756, 0.00847738894603423)   (rho_normalized calls: 357) 


Obj funtion: (0.04722630313215708, 0.00847738894769955)   (rho_normalized calls: 357) 


Obj funtion: (0.04722630311435134, 0.00847738896836677)   (rho_normalized calls: 357) 


Obj funtion: (0.0472263031677758, 0.008477388966081884)   (rho_normalized calls: 357) 


Obj funtion: (0.047226303035457426, 0.008477388933481343)   (rho_normalized calls: 357) 


Obj funtion: (0.04722630305655773, 0.008477388803620018)   (rho_normalized calls: 357) 


Obj funtion: (0.047226303157099095, 0.008477388969246569)   (rho_normalized calls: 357) 


Obj funtion: (0.04722630326042868, 0.00847738903992577)   (rho_normalized calls: 357) 


Obj funtion: (0.04722630312486437, 0.008477388956819215)   (rho_normalized calls: 357) 


Obj funtion: (0.047226303125892856, 0.008477388959820448)   (rho_normalized calls: 357) 


Obj funtion: (0.0472263031250629, 0.008477388955289763)   (rho_normalized calls: 357) 


Obj funtion: (0.04722630312472306, 0.008477388956561822)   (rho_normalized calls: 357) 


Obj funtion: (0.047226303124186436, 0.008477388950111247)   (rho_normalized calls: 357) 


Obj funtion: (0.04722630312382192, 0.008477388958403801)   (rho_normalized calls: 357) 


Obj funtion: (0.04722630312461099, 0.008477388958585982)   (rho_normalized calls: 357) 


Obj funtion: (0.04722630312996425, 0.00847738892645833)   (rho_normalized calls: 357) 


Obj funtion: (0.04722630313164083, 0.008477388954408239)   (rho_normalized calls: 357) 


Obj funtion: (0.04722630312022553, 0.008477388942159738)   (rho_normalized calls: 357) 


Obj funtion: (0.04722630312073267, 0.00847738902746197)   (rho_normalized calls: 357) 


Obj funtion: (0.04722630314683938, 0.00847738894572824)   (rho_normalized calls: 357) 


Obj funtion: (0.04672548090091618, 0.00648960245870216)   (rho_normalized calls: 399) 


Obj funtion: (0.04672548096600585, 0.006489602331675216)   (rho_normalized calls: 399) 


Obj funtion: (0.04672548089066585, 0.006489601387980149)   (rho_normalized calls: 399) 


Obj funtion: (0.046725480836974066, 0.00648960339043463)   (rho_normalized calls: 399) 


Obj funtion: (0.046725481015067134, 0.006489602365408014)   (rho_normalized calls: 399) 


Obj funtion: (0.04672548085860407, 0.006489602542709175)   (rho_normalized calls: 399) 


Obj funtion: (0.04672548095194585, 0.006489602475044903)   (rho_normalized calls: 399) 


Obj funtion: (0.04672548090138097, 0.006489602457532193)   (rho_normalized calls: 399) 


Obj funtion: (0.04672548091163041, 0.006489602454648875)   (rho_normalized calls: 399) 


Obj funtion: (0.046725480893656336, 0.006489602444940521)   (rho_normalized calls: 399) 


Obj funtion: (0.0467254808908016, 0.006489602457670872)   (rho_normalized calls: 399) 


Obj funtion: (0.04672548090702008, 0.006489602459030978)   (rho_normalized calls: 399) 


Obj funtion: (0.04672548090742214, 0.0064896024588629656)   (rho_normalized calls: 399) 


Obj funtion: (0.04672548088963559, 0.006489602464300904)   (rho_normalized calls: 399) 


Obj funtion: (0.04672548095575143, 0.006489602433094186)   (rho_normalized calls: 399) 


Obj funtion: (0.0467254808206361, 0.006489602375216149)   (rho_normalized calls: 399) 


Obj funtion: (0.04672548081916472, 0.006489602459201201)   (rho_normalized calls: 399) 


Obj funtion: (0.046725480928809814, 0.006489602460560633)   (rho_normalized calls: 399) 


Obj funtion: (0.046725481037049446, 0.006489602457603083)   (rho_normalized calls: 399) 


Obj funtion: (0.04672548090094066, 0.006489602458525898)   (rho_normalized calls: 399) 


Obj funtion: (0.04672548090197921, 0.006489602460463973)   (rho_normalized calls: 399) 


Obj funtion: (0.0467254809009068, 0.0064896024603027895)   (rho_normalized calls: 399) 


Obj funtion: (0.04672548090070242, 0.006489602459736957)   (rho_normalized calls: 399) 


Obj funtion: (0.046725480900203155, 0.0064896024584330005)   (rho_normalized calls: 399) 


Obj funtion: (0.04672548089998141, 0.006489602458754077)   (rho_normalized calls: 399) 


Obj funtion: (0.04672548090063742, 0.0064896024595825115)   (rho_normalized calls: 399) 


Obj funtion: (0.04672548090698044, 0.0064896024364204975)   (rho_normalized calls: 399) 


Obj funtion: (0.04672548090664748, 0.006489602466985986)   (rho_normalized calls: 399) 


Obj funtion: (0.046725480895729365, 0.006489602462586483)   (rho_normalized calls: 399) 


Obj funtion: (0.046725480897585034, 0.006489602459987859)   (rho_normalized calls: 399) 


Obj funtion: (0.046725480922213576, 0.006489602458416274)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751846128199, 0.005872375885767905)   (rho_normalized calls: 399) 


Obj funtion: (0.046397518534286815, 0.0058723758062870805)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751850575622, 0.005872374945782635)   (rho_normalized calls: 399) 


Obj funtion: (0.046397518353644696, 0.005872376738803788)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751859461645, 0.005872375796637202)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751839914668, 0.005872375967557488)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751840089822, 0.005872375903634912)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751846179022, 0.00587237588484692)   (rho_normalized calls: 399) 


Obj funtion: (0.046397518472060105, 0.005872375882840608)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751845482965, 0.005872375872402727)   (rho_normalized calls: 399) 


Obj funtion: (0.046397518451120036, 0.005872375884806027)   (rho_normalized calls: 399) 


Obj funtion: (0.046397518467353474, 0.005872375886064944)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751846846974, 0.005872375885953347)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751844921885, 0.005872375887423137)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751851834042, 0.005872375859766843)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751838524545, 0.005872375807896094)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751837882143, 0.0058723758861532836)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751848834015, 0.005872375887415564)   (rho_normalized calls: 399) 


Obj funtion: (0.046397518588878424, 0.005872375884481658)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751846130897, 0.0058723758856130985)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751846233945, 0.005872375887057235)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751846123619, 0.005872375887334951)   (rho_normalized calls: 399) 


Obj funtion: (0.0463975184610523, 0.005872375886737045)   (rho_normalized calls: 399) 


Obj funtion: (0.046397518460561865, 0.005872375885499029)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751846041917, 0.005872375885820587)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751846095664, 0.0058723758863718665)   (rho_normalized calls: 399) 


Obj funtion: (0.046397518467579814, 0.005872375868716781)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751846678118, 0.0058723758935221165)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751845600902, 0.005872375889415204)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751845808235, 0.0058723758870814855)   (rho_normalized calls: 399) 


Obj funtion: (0.04639751848182271, 0.0058723758854784145)   (rho_normalized calls: 399) 


Obj funtion: (0.04434367372558205, 0.006172095921251343)   (rho_normalized calls: 357) 


Obj funtion: (0.044343673852321096, 0.006172096383774127)   (rho_normalized calls: 357) 


Obj funtion: (0.044343674030860994, 0.006172096368880569)   (rho_normalized calls: 357) 


Obj funtion: (0.044343673482492706, 0.006172094969734395)   (rho_normalized calls: 357) 


Obj funtion: (0.04434367400848021, 0.006172094269162813)   (rho_normalized calls: 357) 


Obj funtion: (0.04434367357632657, 0.006172096772418104)   (rho_normalized calls: 357) 


Obj funtion: (0.0443436732286403, 0.0061720959672125)   (rho_normalized calls: 357) 


Obj funtion: (0.04434367372643731, 0.006172095924390874)   (rho_normalized calls: 357) 


Obj funtion: (0.04434367373673326, 0.006172095920036884)   (rho_normalized calls: 357) 


Obj funtion: (0.04434367372422065, 0.00617209589067314)   (rho_normalized calls: 357) 


Obj funtion: (0.04434367371640524, 0.006172095909576784)   (rho_normalized calls: 357) 


Obj funtion: (0.04434367373186858, 0.006172095940068439)   (rho_normalized calls: 357) 


Obj funtion: (0.044343673735981394, 0.006172095921717136)   (rho_normalized calls: 357) 


Obj funtion: (0.04434367370831662, 0.006172095873665283)   (rho_normalized calls: 357) 


Obj funtion: (0.04434367378883738, 0.0061720958721955144)   (rho_normalized calls: 357) 


Obj funtion: (0.044343673674276, 0.006172095840402035)   (rho_normalized calls: 357) 


Obj funtion: (0.04434367364346188, 0.006172095889680684)   (rho_normalized calls: 357) 


Obj funtion: (0.044343673744036714, 0.006172095982064004)   (rho_normalized calls: 357) 


Obj funtion: (0.044343673809379695, 0.006172095917266855)   (rho_normalized calls: 357) 


Obj funtion: (0.04434367372562932, 0.0061720959215738214)   (rho_normalized calls: 357) 


Obj funtion: (0.044343673726589206, 0.006172095920313892)   (rho_normalized calls: 357) 


Obj funtion: (0.044343673725412584, 0.006172095919952278)   (rho_normalized calls: 357) 


Obj funtion: (0.04434367372525401, 0.006172095937085892)   (rho_normalized calls: 357) 


Obj funtion: (0.04434367372483758, 0.0061720959185816125)   (rho_normalized calls: 357) 


Obj funtion: (0.04434367372507201, 0.006172095921420645)   (rho_normalized calls: 357) 


Obj funtion: (0.044343673724942634, 0.006172095916423136)   (rho_normalized calls: 357) 


Obj funtion: (0.044343673732805164, 0.006172095931450567)   (rho_normalized calls: 357) 


Obj funtion: (0.04434367373007804, 0.0061720959126815595)   (rho_normalized calls: 357) 


Obj funtion: (0.044343673719785016, 0.006172095977365196)   (rho_normalized calls: 357) 


Obj funtion: (0.044343673723064414, 0.006172095915155242)   (rho_normalized calls: 357) 


Obj funtion: (0.04434367374227664, 0.0061720959203068314)   (rho_normalized calls: 357) 


Obj funtion: (0.04228255467511494, 0.008128449673958229)   (rho_normalized calls: 399) 


Obj funtion: (0.042282554849124465, 0.008128450438806136)   (rho_normalized calls: 399) 


Obj funtion: (0.04228255511192677, 0.00812845069865285)   (rho_normalized calls: 399) 


Obj funtion: (0.042282554471341216, 0.008128449564787393)   (rho_normalized calls: 399) 


Obj funtion: (0.042282555141293185, 0.0081284497602735)   (rho_normalized calls: 399) 


Obj funtion: (0.0422825544692694, 0.008128449674816641)   (rho_normalized calls: 399) 


Obj funtion: (0.04228255403472643, 0.008128449745225415)   (rho_normalized calls: 399) 


Obj funtion: (0.042282554676347235, 0.008128449678543866)   (rho_normalized calls: 399) 


Obj funtion: (0.042282554686199715, 0.008128449664899489)   (rho_normalized calls: 399) 


Obj funtion: (0.042282554677946026, 0.008128449660568516)   (rho_normalized calls: 399) 


Obj funtion: (0.0422825546680821, 0.008128449673816335)   (rho_normalized calls: 399) 


Obj funtion: (0.0422825546819872, 0.008128449673750364)   (rho_normalized calls: 399) 


Obj funtion: (0.04228255468674005, 0.008128449674791417)   (rho_normalized calls: 399) 


Obj funtion: (0.04228255465349451, 0.008128449599916137)   (rho_normalized calls: 399) 


Obj funtion: (0.042282554735678025, 0.008128449590437094)   (rho_normalized calls: 399) 


Obj funtion: (0.04228255464320635, 0.008128449681577273)   (rho_normalized calls: 399) 


Obj funtion: (0.04228255459714097, 0.008128449671478332)   (rho_normalized calls: 399) 


Obj funtion: (0.042282554680719564, 0.008128449656388329)   (rho_normalized calls: 399) 


Obj funtion: (0.04228255472658571, 0.008128449666986084)   (rho_normalized calls: 399) 


Obj funtion: (0.042282554675184644, 0.00812844967442845)   (rho_normalized calls: 399) 


Obj funtion: (0.04228255467604303, 0.008128449673392654)   (rho_normalized calls: 399) 


Obj funtion: (0.042282554674983854, 0.008128449675042733)   (rho_normalized calls: 399) 


Obj funtion: (0.04228255467461259, 0.008128449673693881)   (rho_normalized calls: 399) 


Obj funtion: (0.042282554674376624, 0.008128449673740969)   (rho_normalized calls: 399) 


Obj funtion: (0.042282554674802415, 0.008128449674091785)   (rho_normalized calls: 399) 


Obj funtion: (0.04228255467420319, 0.008128449666398706)   (rho_normalized calls: 399) 


Obj funtion: (0.042282554682542425, 0.008128449678650337)   (rho_normalized calls: 399) 


Obj funtion: (0.042282554679283116, 0.00812844967057744)   (rho_normalized calls: 399) 


Obj funtion: (0.04228255466850572, 0.008128449672468632)   (rho_normalized calls: 399) 


Obj funtion: (0.0422825546732014, 0.008128449676694766)   (rho_normalized calls: 399) 


Obj funtion: (0.04228255468898819, 0.008128449673223091)   (rho_normalized calls: 399) 


Obj funtion: (0.03878737267196736, 0.005560484298647341)   (rho_normalized calls: 441) 


Obj funtion: (0.0387873728745539, 0.005560484475468718)   (rho_normalized calls: 441) 


Obj funtion: (0.03878737314379528, 0.005560484320759469)   (rho_normalized calls: 441) 


Obj funtion: (0.038787372602989985, 0.005560484527534334)   (rho_normalized calls: 441) 


Obj funtion: (0.038787373346588064, 0.005560484406760759)   (rho_normalized calls: 441) 


Obj funtion: (0.03878737245244161, 0.00556048440497143)   (rho_normalized calls: 441) 


Obj funtion: (0.03878737207429506, 0.005560484479831716)   (rho_normalized calls: 441) 


Obj funtion: (0.03878737267341798, 0.005560484299477617)   (rho_normalized calls: 441) 


Obj funtion: (0.03878737268212467, 0.005560484298968193)   (rho_normalized calls: 441) 


Obj funtion: (0.03878737267789687, 0.005560484291485926)   (rho_normalized calls: 441) 


Obj funtion: (0.03878737266754524, 0.005560484297900817)   (rho_normalized calls: 441) 


Obj funtion: (0.038787372680192965, 0.005560484299287385)   (rho_normalized calls: 441) 
